epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5273.97,0.74646,0.47946,1.06112,0.95405,0.81558,0.80424,0.62956,0.88644,0.38459,1.17605,0.0004027,0.0004027,0.0004027
183,5302.79,0.74711,0.47402,1.06847,0.79227,0.81613,0.80543,0.6361,0.85988,0.37998,1.14184,0.0003994,0.0003994,0.0003994
184,5331.57,0.7536,0.46132,1.06056,0.79147,0.8081,0.80438,0.6305,0.87443,0.38874,1.16789,0.0003961,0.0003961,0.0003961
185,5360.32,0.74061,0.47028,1.05952,0.78943,0.81495,0.8073,0.63322,0.88649,0.37726,1.16604,0.0003928,0.0003928,0.0003928
186,5388.96,0.74085,0.45711,1.05895,0.9592,0.81554,0.80751,0.63086,0.87327,0.38127,1.16643,0.0003895,0.0003895,0.0003895
187,5418.08,0.75086,0.46316,1.0665,0.96479,0.80859,0.80662,0.63396,0.8569,0.37337,1.14876,0.0003862,0.0003862,0.0003862
188,5447.04,0.73588,0.46736,1.0605,0.96676,0.8092,0.80559,0.6328,0.85378,0.36962,1.14945,0.0003829,0.0003829,0.0003829
189,5476.08,0.73627,0.45979,1.06359,0.95678,0.8101,0.80498,0.63145,0.852,0.37694,1.15333,0.0003796,0.0003796,0.0003796
190,5505.18,0.74899,0.45856,1.06508,0.96897,0.8107,0.80455,0.63262,0.86448,0.37045,1.15414,0.0003763,0.0003763,0.0003763
191,5533.82,0.74028,0.47066,1.05736,0.96299,0.80667,0.80386,0.63812,0.83439,0.37907,1.14521,0.000373,0.000373,0.000373
192,5562.61,0.72882,0.45279,1.05711,0.79518,0.81252,0.80764,0.64384,0.85225,0.36888,1.15024,0.0003697,0.0003697,0.0003697
193,5591.1,0.7393,0.48205,1.05527,0.79466,0.81208,0.80494,0.63689,0.84971,0.37565,1.15422,0.0003664,0.0003664,0.0003664
194,5619.99,0.7177,0.44511,1.04731,0.79411,0.80699,0.80384,0.63447,0.85234,0.37026,1.14691,0.0003631,0.0003631,0.0003631
195,5648.69,0.75047,0.45675,1.06675,0.96231,0.80726,0.8014,0.6304,0.8679,0.37761,1.15833,0.0003598,0.0003598,0.0003598
196,5677.21,0.71556,0.44395,1.05099,0.79617,0.80832,0.80731,0.63333,0.86164,0.3729,1.14709,0.0003565,0.0003565,0.0003565
197,5706.04,0.72883,0.44419,1.06258,0.78824,0.79899,0.80072,0.62988,0.85555,0.38627,1.15668,0.0003532,0.0003532,0.0003532
198,5734.93,0.74841,0.46405,1.0566,0.96394,0.79902,0.80587,0.63651,0.85334,0.37494,1.14948,0.0003499,0.0003499,0.0003499
199,5763.67,0.73036,0.46057,1.0598,0.78718,0.81101,0.8059,0.63724,0.84997,0.37117,1.15943,0.0003466,0.0003466,0.0003466
200,5792.26,0.7212,0.45121,1.06273,0.95508,0.8025,0.80576,0.62705,0.86649,0.38001,1.15716,0.0003433,0.0003433,0.0003433
201,5821.29,0.72068,0.45348,1.05503,0.96376,0.80509,0.80648,0.63272,0.85949,0.37167,1.16329,0.00034,0.00034,0.00034
202,5849.94,0.72074,0.45657,1.05544,0.7994,0.80537,0.80527,0.62818,0.8732,0.37965,1.16678,0.0003367,0.0003367,0.0003367
203,5878.51,0.71197,0.44658,1.04587,0.78835,0.80258,0.80444,0.63076,0.85406,0.39295,1.1562,0.0003334,0.0003334,0.0003334
204,5907.12,0.7221,0.44828,1.04725,0.95775,0.8072,0.80313,0.63415,0.86932,0.38615,1.15947,0.0003301,0.0003301,0.0003301
205,5936,0.71261,0.4529,1.05104,0.78266,0.80523,0.80125,0.63236,0.85562,0.38078,1.15811,0.0003268,0.0003268,0.0003268
206,5964.6,0.73296,0.46855,1.05633,0.95575,0.81605,0.80625,0.63231,0.86451,0.381,1.16831,0.0003235,0.0003235,0.0003235
207,5993.4,0.7276,0.45024,1.05644,0.78593,0.81044,0.80472,0.63363,0.84811,0.37821,1.15588,0.0003202,0.0003202,0.0003202
208,6021.81,0.70707,0.44263,1.04546,0.95269,0.80695,0.80764,0.63762,0.85435,0.37064,1.15223,0.0003169,0.0003169,0.0003169
209,6050.21,0.70339,0.43011,1.04278,0.95588,0.81401,0.8067,0.63453,0.85767,0.36873,1.15574,0.0003136,0.0003136,0.0003136
210,6078.97,0.70505,0.44373,1.04539,0.79276,0.80579,0.80398,0.6301,0.8599,0.37923,1.1626,0.0003103,0.0003103,0.0003103
211,6107.32,0.69412,0.43006,1.042,0.9611,0.80831,0.80461,0.63093,0.86598,0.37473,1.16876,0.000307,0.000307,0.000307
212,6135.81,0.70919,0.44059,1.05014,0.96598,0.79867,0.80423,0.63237,0.85688,0.36952,1.15805,0.0003037,0.0003037,0.0003037
213,6164.52,0.71156,0.43531,1.04752,0.96437,0.80532,0.80639,0.63176,0.87528,0.37212,1.16212,0.0003004,0.0003004,0.0003004
214,6192.98,0.71642,0.43935,1.05061,0.95686,0.80814,0.80067,0.62911,0.86384,0.37559,1.1676,0.0002971,0.0002971,0.0002971
215,6221.31,0.71459,0.44892,1.04915,0.95917,0.80419,0.80365,0.63217,0.8577,0.37008,1.16178,0.0002938,0.0002938,0.0002938
216,6249.68,0.6964,0.43192,1.04523,0.95645,0.8125,0.80394,0.63416,0.85805,0.37224,1.14922,0.0002905,0.0002905,0.0002905
217,6278.14,0.70694,0.43336,1.04946,0.95818,0.80737,0.8056,0.63917,0.85542,0.37028,1.15788,0.0002872,0.0002872,0.0002872
218,6306.66,0.71049,0.44039,1.05297,0.96432,0.81275,0.80413,0.6345,0.86707,0.37823,1.16519,0.0002839,0.0002839,0.0002839
219,6335.08,0.70244,0.43022,1.03928,0.79493,0.81097,0.80382,0.63364,0.85525,0.37312,1.15533,0.0002806,0.0002806,0.0002806
220,6363.8,0.66862,0.42331,1.03542,0.79539,0.80888,0.80531,0.63669,0.85146,0.36824,1.16127,0.0002773,0.0002773,0.0002773
221,6392.32,0.70264,0.4389,1.04332,0.79519,0.80066,0.80316,0.63553,0.86356,0.37578,1.17079,0.000274,0.000274,0.000274
222,6420.93,0.71062,0.43449,1.04318,0.80029,0.79746,0.80543,0.63189,0.87063,0.37319,1.17048,0.0002707,0.0002707,0.0002707
223,6449.36,0.68615,0.43118,1.03216,0.79948,0.79659,0.80614,0.63505,0.85155,0.36619,1.1577,0.0002674,0.0002674,0.0002674
224,6477.82,0.6905,0.43193,1.04541,0.96703,0.80164,0.80455,0.63007,0.86259,0.37202,1.17222,0.0002641,0.0002641,0.0002641
225,6506.1,0.68518,0.421,1.04078,0.96555,0.80368,0.80385,0.63012,0.86325,0.36927,1.1654,0.0002608,0.0002608,0.0002608
226,6534.38,0.69687,0.42689,1.04625,0.96349,0.80204,0.80182,0.63203,0.85782,0.36893,1.166,0.0002575,0.0002575,0.0002575
227,6562.54,0.68193,0.42171,1.04162,0.96319,0.80323,0.80324,0.63428,0.85685,0.37246,1.1656,0.0002542,0.0002542,0.0002542
228,6590.69,0.68365,0.42313,1.04442,0.96647,0.80844,0.80562,0.63639,0.86694,0.36616,1.16317,0.0002509,0.0002509,0.0002509
229,6618.87,0.67387,0.4235,1.03853,0.9604,0.80271,0.80514,0.63289,0.87491,0.37635,1.17415,0.0002476,0.0002476,0.0002476
230,6647.24,0.69418,0.42948,1.04573,0.79639,0.79718,0.80407,0.63045,0.86746,0.37903,1.17144,0.0002443,0.0002443,0.0002443
231,6675.42,0.6723,0.40735,1.03449,0.95938,0.80104,0.80407,0.63207,0.87664,0.38092,1.17796,0.000241,0.000241,0.000241
232,6703.53,0.68272,0.41425,1.03201,0.96553,0.8047,0.80429,0.63257,0.87174,0.37669,1.17456,0.0002377,0.0002377,0.0002377
233,6731.6,0.68186,0.42868,1.038,0.79742,0.80545,0.80418,0.63356,0.87247,0.3785,1.17307,0.0002344,0.0002344,0.0002344
234,6760.05,0.68793,0.43039,1.0412,0.79028,0.80344,0.80195,0.63302,0.8688,0.37986,1.17694,0.0002311,0.0002311,0.0002311
235,6788.32,0.67915,0.42505,1.03254,0.96612,0.8042,0.8044,0.64091,0.85104,0.37182,1.16202,0.0002278,0.0002278,0.0002278
236,6816.77,0.66221,0.40369,1.02967,0.95759,0.80008,0.80167,0.63688,0.84834,0.36835,1.16638,0.0002245,0.0002245,0.0002245
237,6845.11,0.67506,0.41582,1.03705,0.96824,0.79938,0.80649,0.63673,0.85889,0.36676,1.16415,0.0002212,0.0002212,0.0002212
238,6873.47,0.66257,0.39807,1.02448,0.96229,0.80108,0.80354,0.63396,0.85731,0.37829,1.15958,0.0002179,0.0002179,0.0002179
239,6901.92,0.65683,0.40561,1.0235,0.96319,0.79934,0.80407,0.6359,0.85782,0.37142,1.16189,0.0002146,0.0002146,0.0002146
240,6930.19,0.67523,0.41801,1.0296,0.79802,0.80597,0.80489,0.6344,0.85434,0.3675,1.16491,0.0002113,0.0002113,0.0002113
241,6958.77,0.67302,0.41285,1.03142,0.79607,0.79777,0.8058,0.63666,0.85839,0.36975,1.16935,0.000208,0.000208,0.000208
242,6986.9,0.66305,0.39222,1.02928,0.79853,0.79779,0.80241,0.63463,0.84941,0.37779,1.16945,0.0002047,0.0002047,0.0002047
243,7015.25,0.66357,0.41993,1.02797,0.79757,0.79883,0.80396,0.63419,0.86232,0.37915,1.17487,0.0002014,0.0002014,0.0002014
244,7043.44,0.6717,0.414,1.02661,0.79156,0.80084,0.80477,0.63188,0.86734,0.37436,1.18639,0.0001981,0.0001981,0.0001981
245,7071.45,0.66765,0.39441,1.02762,0.79718,0.7956,0.8042,0.63599,0.86425,0.36604,1.17856,0.0001948,0.0001948,0.0001948
246,7100.77,0.64653,0.41076,1.02374,0.7975,0.80543,0.80454,0.63421,0.86522,0.36386,1.17296,0.0001915,0.0001915,0.0001915
247,7129.38,0.65483,0.40904,1.0301,0.79707,0.80356,0.80246,0.63423,0.87141,0.36936,1.17688,0.0001882,0.0001882,0.0001882
248,7157.91,0.66907,0.40252,1.0287,0.79822,0.79882,0.80311,0.63378,0.86837,0.3705,1.17604,0.0001849,0.0001849,0.0001849
249,7186.13,0.66255,0.41027,1.02485,0.80128,0.79926,0.80276,0.63462,0.86248,0.36411,1.18436,0.0001816,0.0001816,0.0001816
250,7214.38,0.65481,0.40139,1.02575,0.80027,0.79519,0.80139,0.63251,0.87188,0.36848,1.18486,0.0001783,0.0001783,0.0001783
251,7242.67,0.64115,0.39403,1.01195,0.79793,0.79212,0.8006,0.63039,0.87389,0.37355,1.19384,0.000175,0.000175,0.000175
252,7271.1,0.65903,0.404,1.02633,0.79046,0.80369,0.80296,0.63175,0.86978,0.36763,1.18241,0.0001717,0.0001717,0.0001717
253,7299.56,0.65279,0.39564,1.01664,0.79796,0.80064,0.80407,0.63738,0.86668,0.36688,1.18694,0.0001684,0.0001684,0.0001684
254,7328.03,0.65396,0.39993,1.0235,0.79333,0.8059,0.80524,0.63704,0.85804,0.36589,1.17355,0.0001651,0.0001651,0.0001651
255,7356.68,0.64554,0.39641,1.02158,0.79367,0.80496,0.8022,0.63415,0.87247,0.3745,1.18709,0.0001618,0.0001618,0.0001618
256,7395.99,0.64798,0.396,1.02352,0.79708,0.80034,0.80134,0.63435,0.86727,0.37086,1.18086,0.0001585,0.0001585,0.0001585
257,7429.28,0.66003,0.39941,1.01924,0.7978,0.80601,0.80221,0.63626,0.86773,0.37681,1.18536,0.0001552,0.0001552,0.0001552
258,7457.32,0.65035,0.39535,1.019,0.79924,0.80587,0.80284,0.63652,0.86324,0.36708,1.17814,0.0001519,0.0001519,0.0001519
259,7485.71,0.65552,0.40818,1.02701,0.79611,0.80294,0.80312,0.63434,0.87777,0.37089,1.18396,0.0001486,0.0001486,0.0001486
260,7513.97,0.62118,0.39383,1.01059,0.7972,0.80366,0.80279,0.6352,0.87171,0.37512,1.18207,0.0001453,0.0001453,0.0001453
261,7542.86,0.63576,0.40009,1.0134,0.79149,0.80406,0.80032,0.63527,0.86553,0.37607,1.1793,0.000142,0.000142,0.000142
262,7571.31,0.65123,0.4041,1.02687,0.79235,0.79925,0.80111,0.6345,0.8676,0.38163,1.18027,0.0001387,0.0001387,0.0001387
263,7599.76,0.64742,0.40085,1.01632,0.79792,0.80035,0.8034,0.63385,0.87467,0.38382,1.18388,0.0001354,0.0001354,0.0001354
264,7627.67,0.64309,0.40086,1.02271,0.79487,0.8005,0.80427,0.63694,0.87146,0.37367,1.18171,0.0001321,0.0001321,0.0001321
265,7655.89,0.64377,0.39786,1.01847,0.7957,0.79668,0.80206,0.63692,0.87209,0.37368,1.18108,0.0001288,0.0001288,0.0001288
266,7684.31,0.62708,0.38618,1.00728,0.79556,0.80223,0.80325,0.6356,0.88123,0.37281,1.18643,0.0001255,0.0001255,0.0001255
267,7712.77,0.64417,0.39742,1.02162,0.79243,0.80216,0.80346,0.63476,0.88307,0.37288,1.19383,0.0001222,0.0001222,0.0001222
268,7741.45,0.6281,0.39316,1.01789,0.78385,0.80368,0.80209,0.63427,0.87448,0.37023,1.19277,0.0001189,0.0001189,0.0001189
269,7769.87,0.63754,0.38838,1.01523,0.79682,0.80343,0.80509,0.63488,0.87383,0.36833,1.18682,0.0001156,0.0001156,0.0001156
270,7798.31,0.62436,0.37855,1.0049,0.78899,0.80098,0.80337,0.63136,0.87629,0.37202,1.18914,0.0001123,0.0001123,0.0001123
271,7827.56,0.62757,0.38267,1.01133,0.96476,0.79482,0.80442,0.63645,0.87192,0.36774,1.18702,0.000109,0.000109,0.000109
272,7865.51,0.63339,0.38543,1.01099,0.96362,0.79548,0.80414,0.63508,0.87111,0.36699,1.18895,0.0001057,0.0001057,0.0001057
273,7902.4,0.62981,0.38794,1.00803,0.78796,0.80949,0.80454,0.63402,0.86642,0.36248,1.18885,0.0001024,0.0001024,0.0001024
274,7939.8,0.61188,0.37591,1.00917,0.79422,0.80342,0.80601,0.63675,0.86912,0.35836,1.19345,9.91e-05,9.91e-05,9.91e-05
275,7973.48,0.61579,0.38587,1.00977,0.79698,0.79972,0.80512,0.63703,0.87019,0.36255,1.18784,9.58e-05,9.58e-05,9.58e-05
276,8008.74,0.62405,0.38168,1.01445,0.78479,0.81304,0.80535,0.63564,0.86652,0.36345,1.18502,9.25e-05,9.25e-05,9.25e-05
277,8037.19,0.62209,0.37797,1.00828,0.80009,0.79975,0.80679,0.63636,0.86742,0.36226,1.18372,8.92e-05,8.92e-05,8.92e-05
